eventTime = 859447848 k = 453 startTime =
    [
      22109064,  22109066,  22109068,  22109070,  22109071,  22109072,
      22123241,  22123242,  22123284,  22123619,  22123755,  22123799,
      22125140,  22125340,  22125357,  22125359,  22125738,  22125879,
      22125890,  22125893,  22125894,  22125905,  22131416,  22131604,
      22131708,  22131714,  22131717,  22131721,  22131727,  22131735,
      22131742,  22135324,  22139683,  22139698,  22139700,  22139701,
      22139733,  22140428,  22141771,  22141903,  22141967,  22141985,
      22142859,  22142958,  22148975,  22149051,  22149069,  22149092,
      22149095,  22149096,  22151808,  22151946,  22151949,  22151950,
      22151970,  22151978,  22151981,  22151982,  22151983,  22152457,
      22152482,  22152638,  22152651,  22152788,  22152792,  22152795,
      22152802,  22152809,  22152812,  22152818,  22152957,  22152959,
      22152960,  22152964,  22152968,  22152970,  22153204,  22153252,
      22153286,  22153320,  22153321,  22153362,  22153363,  22153364,
      22153371,  22153372,  22153373,  22153384,  22156315,  22156335,
      22156337,  22156338,  22156339,  22156342,  22156348,  22156350,
      22156352,  22156353,  22156354,  22156355,  22156416,  22156419,
      22156423,  22156424,  22156488,  22156490,  22156491,  22156500,
      22156510,  22156511,  22156512,  22156513,  22156533,  22156535,
      22156550,  22156551,  22156556,  22156562,  22156563,  22156564,
      22156590,  22156593,  22156594,  22156595,  22156613,  22156624,
      22156625,  22156628,  22156629,  22156631,  22156670,  22156725,
      22156726,  22156727,  22156823,  22156834,  22156835,  22156844,
      22156852,  22156878,  22156879,  22156910,  22156916,  22156927,
      22156928,  22157562,  22157806,  22157898,  22157926,  22158035,
      22158042,  22158061,  22158204,  22158311,  22158350,  22158452,
      22158464,  22158500,  22158647,  22158722,  22158723,  22322313,
      22323338,  22324076,  22324078,  22336217,  22341716,  22342204,
      22342659,  22348932,  22348961,  22348968,  22348970,  22349006,
      22349008,  22349085,  22349243,  22349596,  22349682,  22349685,
      22349686,  22349687,  22351415,  22351427,  22351449,  22351452,
      22351453,  22351455,  22351456,  22351457,  22351523,  22351524,
      22352046,  22352101,  22352108,  22352109,  22352139,  22352144,
      22352149,  22352153,  22352154,  22352314,  22352333,  22352335,
      22352492,  22353737,  22353759,  22353766,  22353770,  22353771,
      22353772,  22353775,  22353776,  22353787,  22353788,  22353789,
      22354016,  22354025,  22354053,  22354067,  22354069,  22354092,
      22354096,  22354101,  22354635,  22354636,  22354645,  22354650,
      22354651,  22354655,  22354668,  22354669,  22354670,  22372887,
      22372938,  22373181,  22373197,  22373343,  22373348,  22373350,
      22373480,  22373488,  22373489,  22373909,  22374004,  22374213,
      22374235,  22374252,  22374258,  22374455,  22374600,  22374636,
      22374727,  22374730,  22374731,  22375036,  22375037,  22375039,
      22375070,  22375083,  22375085,  22375146,  22375149,  22375334,
      22375376,  22375378,  22375391,  22375400,  22375458,  22375461,
      22375462,  22375666,  22375669,  22375670,  22375928,  22375933,
      22375939,  22395947,  22397381,  22397476,  22397522,  22397540,
      22397541,  22397574,  22397620,  22397640,  22398156,  22398158,
      22398198,  22398206,  22398213,  22398228,  22398232,  22398335,
      22398357,  22398439,  22398443,  22398444,  22398445,  22398450,
      22398452,  22398454,  22398456,  22398458,  22398460,  22398469,
      22398567,  22398570,  22398571,  22398573,  22398574,  22398575,
      22407991,  22407992,  22407993,  22408026,  22408051,  22408057,
      22408059,  22408062,  22408064,  22408384,  22408604,  22408706,
      22408707,  22408717,  22408718,  22409103,  22409105,  22409110,
      22409114,  22409120,  22409207,  22409208,  22409211,  22409212,
      22409462,  22409482,  22409484,  22409485,  22409704,  22409782,
      22409805,  22409848,  22409961,  22409962,  22409963,  22409966,
      22409969,  22410030,  22410032,  22410036,  22410097,  22410107,
      22410108,  22410109,  22410110,  22410248,  22410251,  22410252,
      22410253,  22410264,  22410266,  22410270,  22410271,  22410272,
      22412019,  22412031,  22412084,  22412151,  22412237,  22412260,
      22412316,  22412317,  22412349,  22412398,  22412414,  22412424,
      22412468,  22412783,  22412785,  22412786,  22412787,  22415094,
      22415218,  22416356,  22416767,  22417653,  22418039,  22418040,
      22418053,  22418055,  22418091,  22418092,  22418093,  22418161,
      22418162,  22418170,  22418171,  22418175,  22418176,  22418177,
      22418243,  22418560,  22418564,  22418567,  22418568,  22418569,
      22418589,  22418592,  22418599,  22418601,  22418605,  22418646,
      22418683,  22418698,  22418701,  22418720,  22418722,  22418728,
      22418729,  22418730,  22418731,  22419044,  22419315,  22419373,
      22419571,  22419572,  22419596,  22419599,  22419601,  22419602,
      22419620,  22419732,  29366831,  29366886,  29366891,  29366892,
      29366932,  29492838,  29541733,  29543210,  29546919,  29546931,
      29550491,  29551897,  29552053,  29552162,  29552190,  29553682,
      29553683,  29553837,  29554287,  29554288,  29554345,  29554420,
      29554421,  29554432,  29554640,  29554655,  29554715,  29653015,
      29653339,  29668351,  29672369,  29703074,  29703076,  29703081,
      29703082,  29703084,  29703088,  29703628,  29703795,  29703833,
      29703887,  29703899,  29703900,  29704491,  29704748,  29704856,
      29704857,  29704864,  29706118,  29706130,  29706147,  29706151,
      29708794,  29709372,  29711073,  29711258,  29712079,  29713257,
      29713348,  29713688,  29713987,  29714007,  29714257,  29714277,
      29714278,  29715892,  29716606,  29716687,  29719165,  29721104,
      29721652,  29721655,  29721657,  29721658,  29721659,  29721794,
      29721797,  29721799,  29721810,  29721812,  29721813,  29721823,
      29721827,  29721828,  29728172,  29728299,  29728582,  29728751,
      29728797,  29728807,  29728809,  29728815,  29729018,  29729030,
      29729039,  29729079,  29729084,  29729085,  29729089,  29729123,
      29729132,  29729136,  29729138,  29729155,  29729159,  29729170,
      29729171,  29734017,  29734113,  29734114,  29734115,  29734179,
      29734180,  29734190,  29734196,  29734206,  29734208,  29734215,
      29734223,  29734258,  29734259,  29734260,  29734261,  29734263,
      29734273,  29734277,  29734282,  29734296,  29734297,  29734298,
      29737904,  29738204,  29738209,  29739744,  29739791,  29739906,
      29739915,  29739917,  29739921,  29744598,  29744688,  29744691,
      29744719,  29744728,  29744881,  29744889,  29744891,  29744892,
      29744954,  29744970,  29745189,  29745236,  29745238,  29745241,
      29745255,  29745256,  29745288,  29745340,  29745341,  29745345,
      29745353,  29745357,  29745370,  29745376,  29745377,  29745390,
      29745404,  29745405,  29745505,  29745531,  29745562,  29745578,
      29745699,  29745704,  29745752,  29745753,  29745754,  29745801,
      29745802,  29745838,  29745839,  29745873,  29746199,  29746212,
      29746213,  29746219,  29746220,  29746222,  29746229,  29746232,
      29746235,  29746312,  29746322,  29746346,  29746371,  29746377,
      29746378,  29746898,  29747647,  29747658,  29747663,  29747685,
      29747686,  29747687,  29747688,  29747689,  29747690,  29750593,
      29750634,  29750688,  29750852,  29750915,  29751011,  29751106,
      29751112,  29751116,  29751117,  29751118,  29751119,  29751142,
      29751152,  29751153,  29751330,  29751332,  29751334,  29751348,
      29751367,  29751369,  29751371,  29751373,  29751375,  29751376,
      29751561,  29751598,  29751634,  29751638,  29751683,  29751685,
      29751687,  29751688,  29751692,  29751693,  29751696,  29751737,
      29751752,  29751753,  29751755,  29751775,  29751778,  29751779,
      29751783,  29751785,  29751792,  29751793,  29751846,  29751870,
      29751902,  29751918,  29751939,  29752043,  29752078,  29752087,
      29752099,  29752132,  29752239,  29752530,  29752623,  29752633,
      29752638,  29752931,  29752933,  29753015,  29753019,  29796614,
      29796619,  29796625,  29796645,  29796762,  29796777,  29797401,
      29797402,  29797689,  29798194,  29798215,  29798220,  29798221,
      29798229,  29798862,  29798863,  29799100,  29799354,  29799368,
      29799375,  29799377,  29816534,  29816657,  29816659,  29816660,
      29816671,  29816673,  29827393,  29827420,  29827438,  29827439,
      29827444,  29827445,  29827469,  29827481,  29827483,  29827484,
      29827487,  29827492,  29827501,  29827503,  29827506,  29827895,
      29827896,  29830263,  29830377,  29830488,  29831068,  29831108,
      29831115,  29831696,  29831697,  29832192,  29832395,  29832434,
      29832441,  29832484,  29832875,  29832957,  29832965,  29832995,
      29833003,  29833016,  29833176,  29833197,  29833205,  29833207,
      29833209,  29833210,  29833350,  29833351,  29833400,  29833516,
      29833640,  29833652,  29833653,  29833681,  29833682,  29833683,
      30709105,  30711776,  30712212,  30712555,  30720475,  30720481,
      30720485,  30739925,  30740488,  30740506,  30740567,  30740598,
      30740689,  30745862,  30745931,  30745934,  30745935,  30745946,
      30745987,  30745996,  30746001,  30774491,  30774726,  30775441,
      30778183,  30778194,  30778195,  30778197,  30788404,  30788412,
      30788430,  30806486,  30806760,  30806789,  30806792,  30806793,
      30806798,  30806799,  30821148,  30821554,  64458176,  64458262,
      64458355,  64458799,  64458982,  64459916,  64460061,  64460104,
      64460195,  64462057,  64462165,  64462234,  64462237,  64462238,
      64462246,  64462253,  64594582,  64638544,  64642762,  64647331,
      64671197,  64671369,  64671370,  64671371,  64671372,  64722630,
      64725934,  64729023,  64729531,  64729619,  64729641,  64729664,
      64729870,  64729893,  64729920,  64729921,  64729922,  64730807,
      64730909,  64731248,  64731272,  64731451,  64731453,  64731656,
      64731657,  64731659,  64731840,  64732488,  64732508,  64732539,
      64732540,  64732546,  64732573,  64747271,  64748892,  64757490,
      64759739,  64759850,  64759904,  64759909,  64765822,  64765906,
      64766215,  64766348,  64766358,  64767995,  64768025,  64768276,
      64768435,  64768457,  64879483,  64880065,  64880066,  64880104,
      64880150,  64880450,  64883418,  64886689,  64886726,  64886756,
      64886969,  64887520,  64887887,  64887918,  64888355,  64893574,
      64924762,  64924901,  64924980,  64924983,  64925005,  64925007,
      64925009,  64925020,  64926052,  64926101,  64926123,  65282591,
      65284982,  65285601,  65298652,  65300284,  65300296,  65300575,
      65300601,  65322719,  65325727,  65326249,  65326261,  65355847,
      65356408,  65356410,  65356446,  65356508,  65356979,  65356988,
      65356989,  65357309,  65357340,  65357374,  65357375,  65357412,
      65357423,  65357428,  65357962,  65358016,  65358046,  65358056,
      65391493,  65395238,  65396587,  65397208,  65397533,  65397738,
      65428070,  65428220,  65428287,  65428288,  65428292,  65430571,
      65430573,  65430618,  65431144,  65431165,  65433560,  65435248,
      65435254,  65435258,  65435259,  65435262,  65435317,  65435320,
      65435321,  65435326,  65435327,  65435348,  65435351,  65435400,
      65435402,  65435506,  65435528,  65435550,  65435553,  65435565,
      65435577,  65435578,  65435579,  65435638,  71595911,  71784583,
      71787714,  71944115,  71951123,  71954171,  71954542,  71960484,
      71997853,  71997865,  71997870,  71997877,  71997892,  71997894,
      71997922,  71997927,  72001718,  72002099,  72016949,  73715179,
      73717268,  73718023,  73718069,  73718219,  73719413,  73719616,
      73719621,  73720236,  73721278,  73721444,  73721446,  73723454,
      104450649, 104725047, 106540563, 106802566, 110554039, 110601480,
      110601559, 110603065, 176679706, 270028592, 274630573, 274630772,
      274638328, 274900929, 274901201, 274901667, 274901962, 274919720,
      275107810, 275123692, 275154869, 275214077, 275803943, 275804314,
      275804405, 275804519, 277511226, 278226384, 280835592, 281150350,
      281288243, 285321208, 285321269, 285321274, 285321276, 285321296,
      285321308, 285321310, 285321563, 285321565, 285321569, 285321582,
      285321603, 285321635, 285321636, 285321637, 285322432, 285323428,
      285323429, 285323433, 285323436, 285323447, 285323448, 285323477,
      285323494, 285323501, 285323507, 285323560, 285323570, 285323572,
      285323586, 285323588, 285323619, 285323624, 285323625, 285323626,
      285323628, 285324859, 285325127, 285325174, 285325270, 285325279,
      285327235, 285327271, 285327283, 285327284, 285327289, 285327290,
      285327291, 285327294, 285327331, 285327332, 285327337, 285327339,
      285327381, 285327385, 285327386, 285327387, 285327391, 285327397,
      285327408, 285327409, 285328228, 285328234, 285328235, 285328264,
      285328265, 285328266, 285329041, 285329076, 285329077, 285329116,
      285329230, 285329260, 285329266, 285329277, 285329282, 285329284,
      285329385, 285329387, 285329430, 285329432, 285329433, 285329435,
      285329438, 285329485, 285329486, 285329488, 285329745, 285337984,
      285338049, 285338065, 285338071, 285338084, 285338085, 285338105,
      285338106, 285338178, 285338193, 285338194, 285338201, 285338202,
      285338208, 286432442, 286432546, 286432609, 286432938, 286433024,
      286433071, 286443975, 286447027, 286448072, 286448166, 286448167,
      286448168, 286494685, 286524174, 286524719, 286524772, 286524773,
      286524827, 286525033, 286537852, 286537922, 286537927, 286540238,
      286540295, 286540529, 286541571, 286552630, 286552695, 286552699,
      286552700, 286552711, 286552712, 286552716, 286552752, 286552760,
      286552903, 286552962, 286552963, 286553312, 286553346, 286553854,
      286553868, 286553907, 286568056, 286569394, 286569415, 286569601,
      286569604, 286607867, 286608011, 286608090, 286608280, 286608664,
      286608669, 286608670, 286608868, 286608870, 286608871, 286608966,
      286609078, 286609086, 286609088, 286609777, 286621983, 286622554,
      286622777, 286623523, 286623906, 286624092, 286624103, 286624105,
      286624106, 286624109, 286629976, 286632260, 286634672, 286635074,
      286635122, 286635163, 286635164, 286635367, 286635381, 286635382,
      286635383, 286635384, 286635385, 286635437, 286635439, 286635673,
      286635768, 286635782, 286635786, 286635811, 286635849, 286635855,
      286635856, 286723995, 286725766, 286726303, 286726380, 286726396,
      286726398, 286726401, 286726996, 286727113, 286727121, 286727315,
      286727317, 286727318, 286727322, 286727505, 286727512, 286727587,
      286727589, 286727590, 286727591, 286727646, 286729666, 286729686,
      286729795, 286729817, 286729960, 286730083, 286730173, 286730456,
      286730539, 286730596, 286730801, 286730802, 286730803, 286730807,
      286730808, 286730810, 286730811, 286730812, 286730851, 286730852,
      286730854, 286730858, 286730926, 286731032, 286731033, 286731048,
      286731052, 286731053, 286731060, 286731064, 286731081, 286731090,
      286731520, 286732027, 286732032, 286732044, 286732051, 286732052,
      286732127, 286732148, 286732183, 286732202, 286732288, 286732289,
      286732294, 286732295, 286732298, 286732300, 286732301, 286732303,
      286734107, 286734108, 286734109, 286734129, 286734159, 286734172,
      286734270, 286734283, 286734288, 286734289, 286734290, 286734300,
      286734430, 286734432, 286734551, 286734553, 286734555, 286735802,
      286735966, 286735969, 286735972, 286735980, 286736001, 286736054,
      286736066, 286736073, 286736079, 286736119, 286736126, 286737672,
      286737725, 286737727, 286737752, 286737804, 286739345, 286739355,
      286739365, 286739377, 286739386, 286739389, 286739392, 286739461,
      286739477, 286739486, 286739491, 286739614, 286739622, 286739623,
      286739629, 286739630, 286739631, 286739647, 286739648, 286739656,
      286739660, 286739661, 286739670, 286739734, 286739735, 286739740,
      286739742, 286739923, 286740202, 286740210, 286740216, 286740218,
      286740523, 286740524, 286740538, 286740539, 286740540, 286742037,
      286742073, 286742114, 286742115, 286742117, 286742118, 286742119,
      286742120, 286742152, 286742161, 286742163, 286742170, 286742181,
      286742182, 286742183, 286742187, 286742210, 286742843, 286743346,
      286743741, 286743841, 286743860, 286743861, 286743869, 286743922,
      286743940, 286743946, 286743956, 286743984, 286778072, 286778122,
      286778184, 286778245, 286778279, 286778886, 286778906, 286778910,
      286778911, 286778926, 286778931, 286778943, 286778944, 286778947,
      286779007, 286779069, 286779070, 286779071, 286779074, 286779075,
      286779082, 286779087, 286779089, 286779090, 286780848, 286780854,
      286780855, 286780930, 286780940, 286780962, 286781037, 286781065,
      286781066, 286781067, 286781223, 286781389, 286781390, 286781396,
      286781397, 286781502, 286781509, 286781511, 286781517, 286781741,
      286781746, 286781756, 286781790, 286781828, 286781837, 286781838,
      286783420, 286783423, 286783452, 286783457, 286783500, 286783508,
      286783511, 286783512, 286783513, 286783529, 286783532, 286783534,
      286783535, 286783541, 286783542, 286783543, 286783549, 286836204,
      286836716, 286837886, 286838325, 286839800, 286839809, 286839913,
      286839920, 286839926, 286839927, 286839928, 286839929, 286839930,
      286839935, 286840086, 286840088, 286840090, 286840874, 286841126,
      286841215, 286841260, 286841261, 286841262, 286841263, 286841271,
      286841274, 286841277, 286841278, 286841280, 286841281, 286841283,
      286841358, 286842519, 286842601, 286843882, 286843955, 286844163,
      286844206, 286844240, 286844259, 286844305, 286844379, 286844380,
      286844487, 286844532, 286844535, 286844536, 287951301, 288123433,
      288133324, 288492017, 288493873, 288500943, 288513963, 288618907,
      288622825, 288651388, 288680256, 288693074, 288695897, 288697003,
      288751590, 288757014, 288765721, 288767504, 288854953, 289052054,
